id,price,total_area,living_area,rooms,floor,total_floors,year,distance,balcony,condition,type,district,url
23,5726000.0,32.7,20.1,0,3,9,1970,225.0,балкон,Неизвестно,Квартира-студия,Октябрьский,https://www.avito.ru/barnaul/kvartiry/kvartira-studiya_327_m_39_et._4455983190?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJxVDhic1N0SFNseHFKWTIzIjt99qes9z8AAAA
24,4074125.0,29.3,16.5,1,3,14,1970,83.0,балкон,Неизвестно,квартира,Железнодорожный,https://www.avito.ru/barnaul/kvartiry/1-k._kvartira_293_m_314_et._4230746841?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJvZHVJc2F2cWVTTlVYS01SIjt9soV5nT8AAAA
25,7700000.0,77.3,45.0,3,3,3,1940,1428.0,балкон,требует ремонта,квартира,Центральный,https://www.avito.ru/barnaul/kvartiry/3-k._kvartira_773_m_33_et._4526592330?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJybFN2VE5JV3VIUjBud2E1Ijt9Z2eZvj8AAAA
26,12500000.0,80.0,0.0,3,1,16,2021,1499.0,лоджия,дизайнерский,квартира,Центральный,https://www.avito.ru/barnaul/kvartiry/3-k._kvartira_80_m_116_et._2639414157?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJjZXNndFJiT0VFeFFCam5vIjt9qPdIOT8AAAA
27,9139200.0,71.4,46.0,3,7,17,1970,755.0,лоджия,Неизвестно,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/3-k._kvartira_714_m_717_et._4424365972?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJqSjNySDJEQU5tUmk1TnJsIjt9BsgkTj8AAAA
28,5630000.0,37.2,23.2,2,9,10,2022,1289.0,лоджия,евро,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_372_m_910_et._4020779869?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0RHVCTTZnNThib1BIQnVKIjt9iNHj-j8AAAA
29,5630000.0,42.0,0.0,2,2,5,1963,949.0,Нет,косметический,квартира,Центральный,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_42_m_25_et._4686389203?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJaSlduY1pDS2dpY3ZPTWZ1Ijt9a83tWj8AAAA
30,7311600.0,54.2,28.3,2,8,10,1970,144.0,лоджия,Неизвестно,квартира,Октябрьский,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_542_m_810_et._4423895927?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ6U2NCcVBLSmZyTldtdnkyIjt9360VJT8AAAA
31,7627500.0,56.5,0.0,3,9,10,1970,752.0,лоджия,Неизвестно,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/3-k._kvartira_565_m_910_et._4805918551?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxOTJEOE1PQk56anFUdXJiIjt944_Oyj8AAAA
32,13200000.0,61.3,31.7,2,9,12,2021,62.0,лоджия,евро,квартира,Октябрьский,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_613_m_912_et._4015216764?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ4UkN6TTNQV2dGbnZaRDA4Ijt9-lhfoz8AAAA
33,8482200.0,63.3,0.0,2,4,11,1970,1430.0,лоджия,Неизвестно,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_633_m_411_et._4838310559?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI4d3JyS3dvZmZmSUZIUDI0Ijt9Uj1Y-j8AAAA
34,4575000.0,30.5,0.0,0,15,17,1970,1469.0,Нет,Неизвестно,планировка,Ленинский,https://www.avito.ru/barnaul/kvartiry/svob._planirovka_305_m_1517_et._4240327107?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhbDhIUWVQYkk5Wlo4ZjZQIjt9Twr32D8AAAA
35,9500000.0,50.0,16.0,2,14,16,2020,967.0,балкон,требует ремонта,квартира,Октябрьский,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_50_m_1416_et._4771907714?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwY1l2QTQyeG5wcEtxeWFZIjt9d1rxSj8AAAA
36,7066400.0,58.4,34.5,3,7,10,1970,633.0,лоджия,Неизвестно,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/3-k._kvartira_584_m_710_et._4424026814?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOZXdNdkdLclpCcEZoSDAxIjt98Bi10z8AAAA
37,4390000.0,43.1,28.1,2,3,5,1959,266.0,балкон,косметический,квартира,Октябрьский,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_431_m_35_et._4686847374?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwVWYwUWhrNWU5RHZRa2xQIjt9rcoQuT8AAAA
38,8734400.0,53.0,0.0,2,9,10,1970,1271.0,лоджия,Неизвестно,квартира,Центральный,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_53_m_910_et._3712730474?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwNnZ6aUJtd29yTlV6aGswIjt9mKAD8D8AAAA
39,4920960.0,28.0,12.2,0,9,10,1970,418.0,лоджия,Неизвестно,Квартира-студия,Октябрьский,https://www.avito.ru/barnaul/kvartiry/kvartira-studiya_28_m_910_et._4424512317?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI3T0xMdnNPenlyMXkzMEJ4Ijt97QsALT8AAAA
40,1890000.0,14.0,0.0,0,6,9,1970,627.0,Нет,дизайнерский,Квартира-студия,Индустриальный,https://www.avito.ru/barnaul/kvartiry/kvartira-studiya_14_m_69_et._4562838318?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXUW1mWnpvdjd2M1Q0M1NMIjt9kNkzTj8AAAA
41,6214890.0,40.7,26.0,2,8,10,1970,159.0,лоджия,Неизвестно,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_407_m_810_et._4225155180?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxWDhzdUJKOGFOc1V4RG1QIjt90IIjOT8AAAA
42,8280000.0,69.0,40.5,3,4,9,1982,682.0,"балкон, лоджия",косметический,квартира,Центральный,https://www.avito.ru/barnaul/kvartiry/3-k._kvartira_69_m_49_et._3076275480?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXbmtqTGhoSkhoMDZtaWp2Ijt9G_qqkT8AAAA
43,4447800.0,35.3,22.1,2,7,10,1970,683.0,лоджия,Неизвестно,квартира,Центральный,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_353_m_710_et._4456464933?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyUW1OcFRsa0hwWk13amh3Ijt9YSMQqD8AAAA
44,8978374.0,66.3,32.8,2,14,18,1970,908.0,балкон,Неизвестно,квартира,Железнодорожный,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_663_m_1418_et._3399701210?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJDSzhydWxpTHdTWG96OE1tIjt95AFW2D8AAAA
45,6950850.0,44.7,24.4,2,10,10,1970,555.0,лоджия,Неизвестно,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_447_m_1010_et._4231748014?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJUeGFSazFZV0pLUTFWWWxiIjt9uho7Mz8AAAA
46,7628669.0,61.5,39.6,3,5,14,1970,1123.0,балкон,Неизвестно,квартира,Железнодорожный,https://www.avito.ru/barnaul/kvartiry/3-k._kvartira_615_m_514_et._4455443641?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIwQzNzek5YTkVKQW42MUxDIjt9Est2_z8AAAA
47,5900000.0,60.9,0.0,3,2,9,1985,468.0,балкон,косметический,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/3-k._kvartira_609_m_29_et._4405111849?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJVUtBODhCanRheUkzaE1WIjt9lnmacz8AAAA
48,5590000.0,35.0,0.0,1,9,16,2021,827.0,лоджия,косметический,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/1-k._kvartira_35_m_916_et._4099294540?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ2VlVCeDV3MGdCUlFlaUNpIjt9DThGgT8AAAA
49,4550000.0,35.6,13.8,1,3,18,2022,558.0,лоджия,требует ремонта,квартира,Железнодорожный,https://www.avito.ru/barnaul/kvartiry/1-k._kvartira_356_m_318_et._4469331109?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5Y0RINFhkWmJLd0xVWkxxIjt95vzp0T8AAAA
50,5482718.0,40.3,14.2,1,4,14,1970,1198.0,балкон,Неизвестно,квартира,Железнодорожный,https://www.avito.ru/barnaul/kvartiry/1-k._kvartira_403_m_414_et._4358995462?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJOU3pRaUxxak5BNGJLZHNzIjt9ox9YPj8AAAA
51,6700000.0,42.0,0.0,2,10,18,1970,425.0,лоджия,требует ремонта,квартира,Железнодорожный,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_42_m_1018_et._2557279540?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ1UEdYd2pacG5WbkhPQVpRIjt9QW0XOj8AAAA
52,5200000.0,43.4,27.4,2,2,10,1993,685.0,лоджия,косметический,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_434_m_210_et._4608987125?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkeWdFUHpDRXpyT1psMnZVIjt9VGVvWz8AAAA
53,4390000.0,33.7,16.5,1,3,7,1970,1254.0,"балкон, лоджия",косметический,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/1-k._kvartira_337_m_37_et._4508992614?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmYUhVNzFYdHNremdWZTZ0Ijt9IE6ulD8AAAA
54,5250000.0,45.6,26.5,2,3,3,1970,1216.0,Нет,евро,квартира,Железнодорожный,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_456_m_33_et._4614196451?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI0Qlh6YUVIWDQ1c0kwQ1NkIjt9WA8hUT8AAAA
55,6850000.0,47.3,30.7,2,10,10,1970,216.0,Нет,Неизвестно,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_473_m_1010_et._4708807898?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJXQTc3czFBMEpqS25XaTRuIjt9_q5aeT8AAAA
56,9000000.0,80.0,42.0,3,14,16,2019,1032.0,балкон,косметический,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/3-k._kvartira_80_m_1416_et._4876050485?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJudFpiZG12dWFLMENnOW54Ijt9kMNXYD8AAAA
57,10502000.0,44.5,22.5,1,6,27,1970,1374.0,Нет,Неизвестно,квартира,Центральный,https://www.avito.ru/barnaul/kvartiry/1-k._kvartira_445_m_627_et._4423587614?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJITXdGVFJYd2VmajM5SVBUIjt92UTX9j8AAAA
58,5000000.0,61.2,40.0,3,1,9,1970,1005.0,лоджия,требует ремонта,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/3-k._kvartira_612_m_19_et._4193440957?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJMbzcwT1M4a3NaTTIxc29rIjt9o6lllT8AAAA
59,5000000.0,43.7,34.7,2,10,10,1992,1195.0,Нет,косметический,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_437_m_1010_et._4436860712?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJsRm1rYXRaVHRzTlJ0TzhUIjt9M0r1DT8AAAA
60,6468400.0,41.2,14.2,1,15,15,1970,1290.0,лоджия,Неизвестно,квартира,Центральный,https://www.avito.ru/barnaul/kvartiry/1-k._kvartira_412_m_1515_et._4423783856?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJxMUU4Wk1FcFBsQlBMa2tmIjt9Fqq60T8AAAA
61,8985600.0,70.2,0.0,3,8,16,1970,243.0,лоджия,Неизвестно,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/3-k._kvartira_702_m_816_et._4709931955?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJaSWQwRjBTSnFjSnJWbTRxIjt9Q5LwOz8AAAA
62,5500000.0,34.9,11.0,2,9,10,2020,53.0,лоджия,косметический,квартира,Индустриальный,https://www.avito.ru/barnaul/kvartiry/2-k._kvartira_349_m_910_et._3821527271?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJaaHBNY0VkQTYzZnowSkRmIjt9uuIT0j8AAAA
63,8364000.0,44.9,11.1,1,8,9,1970,487.0,балкон,Неизвестно,квартира,Центральный,https://www.avito.ru/barnaul/kvartiry/1-k._kvartira_449_m_89_et._4455991525?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJnTG9SaGEyYUtiN3hrZ2ttIjt9c_Vwzj8AAAA
